1 ; 9785947747133; "Основы проектирования реляционных баз данных. Учебное пособие"; 576
2 ; 9785477007592; "Проектирование и разработка баз данных. Визуальный подход (Database Desigh and Development)"; 682
3 ; 9785932861653; "SQL. Справочник"; 790
4 ; 1565923359; "Oracle PL/SQL programming. Second Edition"; 1050
5 ; 5855821099; "SQL"; 460
6 ; 5855820106; "Введение в SQL";351
7 ; 0072225599; "Энциклопедия SQL"; 385
8 ; 5845900190; "Введение в системы баз данных"; 250
