252613842,252613842,1
252613862,252613862,1
252613869,252613869,1
252613870,252613870,1
252613876,252613876,1
252613882,252613882,1
252705262,252705262,1
252705262,252705262,1
252966586,252966586,1
252966586,252966586,1
252966586,252966586,1
252966586,252966586,1
252966586,252966586,1
286639339,286639339,1
286639372,286639372,1
301509356,301509356,1
417293541,417293541,1
575903877,575903877,1
575932021,575932021,1
582920594,582920594,1
582920594,582920594,1
582920595,582920595,1
582920602,582920602,1
582920603,582920603,1
582920624,582920624,1
582920624,582920624,1
582920625,582920625,1
582920625,582920625,1
582920626,582920626,1
582920630,582920630,1
582920632,582920632,1
582920634,582920634,1
582920636,582920636,1
582920636,582920636,1
582920638,582920638,1
582920638,582920638,1
582920641,582920641,1
582920641,582920641,1
582920659,582920659,1
582920659,582920659,1
582920666,582920666,1
582920666,582920666,1
582920669,582920669,1
582920669,582920669,1
582920673,582920673,1
582920673,582920673,1
582920678,582920678,1
582920678,582920678,1
582920688,582920688,1
582920688,582920688,1
582920692,582920692,1
582920692,582920692,1
582920697,582920697,1
582920697,582920697,1
582920711,582920711,1
582920711,582920711,1
582920714,582920714,1
582920714,582920714,1
582997550,582997550,1
582997550,582997550,1
583022051,583022051,1
611735368,611735368,1
612013072,612013072,1
613341683,613341683,1
617933828,617933828,1
634248714,634248714,1
634248718,634248718,1
639158457,639158457,1
639158457,639158457,1
639158459,639158459,1
639162742,639162742,1
639162742,639162742,1
639162754,639162754,1
639162754,639162754,1
639162754,639162754,1
639169021,639169021,1
639169021,639169021,1
639169023,639169023,1
639169023,639169023,1
639172839,639172839,1
641112821,641112821,1
641112821,641112821,1
641112823,641112823,1
641112823,641112823,1
652423688,652423688,1
652423688,652423688,1
652425125,652425125,1
652425125,652425125,1
652425439,652425439,1
653265496,653265496,1
654179831,654179831,1
654179831,654179831,1
654179831,654179831,1
654179831,654179831,1
654179833,654179833,1
654179833,654179833,1
654179833,654179833,1
654179833,654179833,1
655162249,655162249,1
655162258,655162258,1
656330243,656330243,1
656330243,656330243,1
656784929,656784929,1
656784937,656784937,1
656784954,656784954,1
656784973,656784973,1
656784977,656784977,1
656784992,656784992,1
656785016,656785016,1
656784929,656784929,1
656784937,656784937,1
656784954,656784954,1
656784973,656784973,1
656784977,656784977,1
656784992,656784992,1
656785016,656785016,1
656785081,656785081,1
656785085,656785085,1
656785135,656785135,1
656798643,656798643,1
656798648,656798648,1
656798651,656798651,1
656798654,656798654,1
656798658,656798658,1
656798660,656798660,1
656798662,656798662,1
656798665,656798665,1
656798666,656798666,1
656798669,656798669,1
658998947,658998947,1
658998991,658998991,1
659779360,659779360,1
659779367,659779367,1
659792616,659792616,1
659792630,659792630,1
659918455,659918455,1
660085754,660085754,1
660108585,660108585,1
660108588,660108588,1
660108600,660108600,1
660108711,660108711,1
660114101,660114101,1
660116609,660116609,1
660116613,660116613,1
660116615,660116615,1
660466807,660466807,1
660466807,660466807,1
660466807,660466807,1
660466842,660466842,1
660988882,660988882,1
660989285,660989285,1
661070513,661070513,1
661070513,661070513,1
661070516,661070516,1
661070516,661070516,1
662882732,662882732,1
663394550,663394550,1
663394552,663394552,1
663394555,663394555,1
663394565,663394565,1
663394567,663394567,1
663394622,663394622,1
663394651,663394651,1
663394656,663394656,1
663934997,663934997,1
663935006,663935006,1
669926641,669926641,1
669926643,669926643,1
669932100,669932100,1
669932101,669932101,1
669932102,669932102,1
669932103,669932103,1
669932104,669932104,1
669932106,669932106,1
669932107,669932107,1
669932108,669932108,1
669932110,669932110,1
671226781,671226781,1
671226781,671226781,1
671226823,671226823,1
671226850,671226850,1
671226916,671226916,1
671227055,671227055,1
671228534,671228534,1
672327471,672327471,1
674968166,674968166,1
674968167,674968167,1
674968168,674968168,1
674968169,674968169,1
674968170,674968170,1
674968171,674968171,1
674968173,674968173,1
676312584,676312584,1
676312584,676312584,1
676312584,676312584,1
676312584,676312584,1
676312585,676312585,1
676312585,676312585,1
676312585,676312585,1
676312585,676312585,1
677352784,677352784,1
685119013,685119013,1
685119015,685119015,1
685119016,685119016,1
685119017,685119017,1
685119019,685119019,1
687250094,687250094,1
687250094,687250094,1
687303561,687303561,1
687303565,687303565,1
687311411,687311411,1
697224272,697224272,1
697224273,697224273,1
697224276,697224276,1
697224277,697224277,1
697224278,697224278,1
697224279,697224279,1
697224280,697224280,1
697224281,697224281,1
699538120,699538120,1
699538123,699538123,1
699538174,699538174,1
702385333,702385333,1
