23328568,252613842,1
23328568,252613843,2
23328568,252613876,3
23328570,252613862,1
23328570,663178013,2
23328570,663177985,3
23328570,663177984,4
23328570,582983592,5
23328570,659035344,6
23328570,617933806,7
23328570,637554918,8
23328571,252613869,1
23328571,655322612,2
23328571,575921750,3
23328571,703058251,4
23328571,653109773,5
23328571,655162238,6
23328571,409751373,7
23328571,661070519,8
23328571,252613870,9
23328572,252613870,1
23328572,697224265,2
23328572,697224268,3
23328572,652468737,4
23328572,252613872,5
23328572,499477065,6
23328572,653265470,7
23328572,654150006,8
23328572,252613873,9
23328572,655325536,10
23328572,653265499,11
23328572,654150007,12
23328572,252613874,13
23328572,654150010,14
23328572,252613875,15
23328572,408643754,16
23328572,655325583,17
23328572,670132800,18
23328572,252613876,19
23328574,252613870,1
23328574,617936377,2
23328574,617936380,3
23328574,652468707,4
23328574,655162260,5
23328574,252613879,6
23328612,637554944,1
23328612,252614311,2
23328612,637554950,3
23328612,653109389,4
23328612,252614312,5
23328612,252614313,6
23328612,252614314,7
23328612,252614315,8
23328612,252614316,9
23328612,252614317,10
23328612,252614318,11
23328612,252614319,12
23328612,252614320,13
23328612,252614321,14
23328612,252614323,15
23328612,252614324,16
23328612,252614325,17
23328612,252614338,18
23328612,499477065,19
23328612,252614339,20
23328612,576007402,21
23328612,252614341,22
23328612,617933816,23
23328612,617933815,24
23328612,252614342,25
23328612,637554916,26
23328612,252953132,27
23328612,252953133,28
23328612,252614343,29
23328612,637554876,30
23328612,637554872,31
23328612,637554885,32
23328612,637554887,33
23328612,679688396,34
23328612,637554936,35
23328612,637554940,36
23328612,637554944,37
23328613,252614372,1
23328613,252953131,2
23328613,637554912,3
23328613,252613863,4
23328613,252614374,5
23328613,637554899,6
23328613,252614375,7
23328613,299442657,8
23328613,253888159,9
23328613,252614376,10
23328613,299442640,11
23328613,253888158,12
23328613,252614372,13
26175432,252613876,1
26175432,620692210,2
26175432,656333638,3
26175432,408642239,4
26175432,612458203,5
26175432,612458206,6
26175432,286639339,7
26175432,635631144,8
26175432,635631157,9
26175432,409751358,10
26175432,695290647,11
26175432,660576601,12
26175432,660576597,13
26175432,612766002,14
26175432,611735368,15
26175432,612013072,16
26175432,632206789,17
26175432,702393774,18
26175432,612768536,19
26175432,612765609,20
26175432,612765606,21
26175432,612765808,22
26175432,612768527,23
26175432,703571044,24
26175432,286639351,25
26175438,286639354,1
26175438,702394845,2
26175438,702394848,3
26175438,702394844,4
26175438,702394806,5
26175438,659955202,6
26175438,286639355,7
26175441,661070520,1
26175441,661070521,2
26175441,703058423,3
26175441,286639372,4
27759781,286639352,1
27759781,703571048,2
27759781,286639354,3
27759781,660466903,4
27759781,659955211,5
27759781,610746731,6
27759781,610746770,7
27759781,610746771,8
27759781,620692228,9
27759781,286639353,10
28018709,286639355,1
28018709,473776721,2
28018709,662904319,3
28018709,659779364,4
28018709,620692222,5
28018709,307664621,6
34861621,408643754,1
34861621,408644081,2
34861621,655325580,3
34861621,659035385,4
34861621,408644083,5
34861621,408644084,6
34861621,408644086,7
34861621,699538211,8
34861621,408644088,9
34861621,655282392,10
34861621,286639353,11
34922488,582983592,1
34922488,663177994,2
34922488,663178009,3
34922488,409751372,4
34922488,703058303,5
34922488,703058306,6
34922488,655282274,7
34922488,409751373,8
35605234,417292698,1
35605234,417292697,2
35605234,474690976,3
35605234,417292696,4
35605234,417292695,5
35605234,417293523,6
35605234,417293524,7
35605312,417292695,1
35605312,417292694,2
35605312,417292693,3
35605312,659918248,4
35605312,659918251,5
35605312,659918250,6
35605312,659918249,7
35605312,417292689,8
35678659,663287563,1
35678659,663287551,2
35678659,663287552,3
35678659,663287554,4
35678659,663287547,5
35678659,417761109,6
35678659,663287556,7
35678659,417761111,8
35678659,663287558,9
35678659,663287628,10
35678659,702385317,11
35678659,417761112,12
35678659,417761114,13
35678659,417761116,14
35678659,663287622,15
35678659,663287621,16
35678659,417761118,17
35678659,663287624,18
35678659,417761120,19
35678659,663287619,20
35678659,660088030,21
35678659,663287567,22
35678659,634242191,23
35678659,663287570,24
35678659,417761121,25
35678659,663287572,26
35678659,634248747,27
35678659,660085799,28
35678659,634248754,29
35678659,658841219,30
35678659,620692220,31
35678659,417761170,32
37799038,408644088,1
37799038,610564043,2
37799038,610564042,3
37799038,610564041,4
37799038,610564040,5
37799038,610564039,6
37799038,610564038,7
37799038,610564036,8
39529496,663287563,1
39529496,663287560,2
39529496,474688551,3
39529496,663287565,4
39529496,417292678,5
39529496,474688505,6
39529496,417292677,7
39529496,474688016,8
39529496,417292676,9
39529496,417292675,10
39529496,417292674,11
39529496,417292673,12
39529496,474688070,13
39529496,474688043,14
39529496,417292672,15
39529496,417292671,16
39529496,417292670,17
39529496,417292669,18
39529496,417292668,19
39529496,417292667,20
39529496,417292666,21
39529496,417292665,22
39529496,417292664,23
39529496,417292663,24
39529496,417292662,25
39529496,417292661,26
39529496,417292660,27
39529496,407346769,28
39529496,407346771,29
39529496,626542954,30
39529496,407333743,31
39529496,407333745,32
39529496,407333747,33
39529496,407333749,34
39529496,407333751,35
39529496,407333753,36
39529496,623301689,37
39529496,407333755,38
39529496,623301691,39
39529496,623301690,40
39529496,623301679,41
39529496,407333756,42
39529496,407333758,43
39529496,407333761,44
39529496,663689121,45
39529496,663689122,46
39529496,407333763,47
39529496,493663907,48
39529496,663689123,49
39529496,407333765,50
39529496,407333768,51
39529496,663689131,52
39529496,663689130,53
39529496,407333770,54
39529496,625839665,55
39529496,663689142,56
39529496,663689143,57
39529496,380811884,58
39529496,663689157,59
39529496,380811885,60
39529496,380811887,61
39529496,663689161,62
39529496,380811888,63
39529496,380811890,64
39529496,380811892,65
39529496,380811893,66
39529496,380811895,67
39529496,380811896,68
39529496,380811898,69
39529496,380811900,70
39529496,380811902,71
39529496,380811904,72
39529496,380811905,73
39529496,380811907,74
39529496,380811909,75
39529496,627280086,76
39540693,473745221,1
39540693,473745226,2
39540693,473745231,3
39540693,620674096,4
39540693,473745232,5
39540695,473745241,1
39540695,473745247,2
39540695,575921537,3
39540695,620674099,4
39540695,473745248,5
39542383,286639355,1
39542383,702394815,2
39542383,473776608,3
39542383,473776612,4
39542383,473776618,5
39542383,473776624,6
39542383,473776629,7
39542383,473776631,8
39542383,473776637,9
39542383,473776640,10
39542383,473776651,11
39542383,473776655,12
39542383,473776660,13
39542383,473776665,14
39542383,473776670,15
39542383,473776671,16
39542383,473776672,17
39542383,473776673,18
39542383,493663845,19
39542383,473776674,20
39542383,473776675,21
39542383,473776676,22
39542383,473776677,23
39542383,473776681,24
39542383,473776671,25
39542384,417761118,1
39542384,473776703,2
39542386,473776703,1
39542386,493663732,2
39542386,655191173,3
39542386,473776721,4
39542387,473776677,1
39542387,473776674,2
39542388,473776670,1
39542388,626839823,2
39542388,473776725,3
39542388,473776729,4
39542388,473776681,5
39542389,473776660,1
39542389,473776725,2
39542390,473776655,1
39542390,473776729,2
39542391,473776729,1
39542391,473776747,2
39542391,473776751,3
39542391,473776753,4
39542391,473776754,5
39542391,473776756,6
39542391,473776757,7
39542391,473776618,8
39542392,473776675,1
39542392,473776758,2
39542392,473776760,3
39542392,473776765,4
39542392,473776767,5
39542392,473776676,6
39542393,473776767,1
39542393,473776758,2
39542395,473776747,1
39542395,473776651,2
39542396,473776751,1
39542396,473776640,2
39542397,473776753,1
39542397,473776631,2
39542398,473776754,1
39542398,473776629,2
39542399,473776756,1
39542399,473776624,2
39542400,473776612,1
39542400,473776799,2
39598186,474688505,1
39598186,474688485,2
39598186,474688523,3
39598186,474688527,4
39598186,474688528,5
39598186,474688529,6
39598196,474688529,1
39598196,474688539,2
39598196,474688543,3
39598196,417292681,4
39598196,417292682,5
39598206,474688552,1
39598206,474688529,2
39598206,474688551,3
39598225,473745247,1
39598225,575921624,2
39598225,610750823,3
39598225,575921525,4
39598225,610750826,5
39598225,575921535,6
39598225,575921545,7
39598225,575921597,8
39598225,474688786,9
39598231,474688897,1
39598231,474688898,2
39598231,474688900,3
39598231,474688907,4
39598231,474688897,5
39598416,417292695,1
39598416,474690868,2
39598416,474690875,3
39598416,474690881,4
39598422,474690976,1
39598422,474690980,2
39598422,474690985,3
39598422,474690881,4
39598422,474690970,5
39598422,474690957,6
39598422,474690942,7
39598422,474690923,8
39598422,474690914,9
39598422,474690911,10
39598422,474690898,11
40477712,490517046,1
40477712,490517048,2
40477712,490517049,3
40477712,490517051,4
40477712,490517055,5
40477712,490517058,6
40477712,490517061,7
40477712,490517064,8
40477712,490517068,9
40477712,490517073,10
40477712,490517075,11
40477712,490517079,12
40477712,490517083,13
40477712,490517087,14
40477712,490517091,15
40477712,490517095,16
40477712,490517099,17
40477712,490517102,18
40477712,490517104,19
40477712,490517108,20
40477712,490517113,21
40477712,490517116,22
40477712,490517120,23
40477712,490517123,24
40477712,490517127,25
40477712,490517130,26
40477712,490517132,27
40477712,490517136,28
40477712,490517140,29
40477712,490517144,30
40477712,490517148,31
40477712,490517152,32
40477712,490517156,33
40477712,490517160,34
40477712,490517165,35
40477712,490517169,36
40477712,490517171,37
40477712,490517175,38
40477712,490517181,39
40477712,490517187,40
40477712,490517192,41
40477712,490517198,42
40477712,490517205,43
40477712,490517207,44
40477712,490517209,45
40477712,490517213,46
40477712,490517218,47
40477712,490517223,48
40477712,490517226,49
40477712,490517232,50
40477712,490517241,51
40477712,490517247,52
40477712,490517256,53
40477712,490517046,54
40641810,493663732,1
40641810,493663779,2
40641810,493663800,3
40641810,493663819,4
40641810,493663832,5
40641810,493663845,6
40644296,493674291,1
40644296,493674300,2
40644296,493674307,3
40644296,493674317,4
40644296,493674291,5
40644297,493674322,1
40644297,493674329,2
40644297,493674339,3
40644297,493674347,4
40644297,493674322,5
40644298,493674378,1
40644298,493674391,2
40644298,493674396,3
40644298,493674399,4
40644298,493674378,5
40644299,493674411,1
40644299,493674414,2
40644299,493674419,3
40644299,493674424,4
40644299,493674411,5
40644300,493674430,1
40644300,493674434,2
40644300,493674438,3
40644300,493674440,4
40644300,493674430,5
40644302,493674447,1
40644302,493674448,2
40644302,493674449,3
40644302,493674450,4
40644302,493674447,5
40644303,493674451,1
40644303,493674452,2
40644303,493674453,3
40644303,493674454,4
40644303,493674451,5
40644306,493674459,1
40644306,493674460,2
40644306,493674461,3
40644306,493674462,4
40644306,493674459,5
40644307,493674463,1
40644307,493674464,2
40644307,493674465,3
40644307,493674466,4
40644307,493674463,5
40644309,493674471,1
40644309,493674475,2
40644309,493674481,3
40644309,493674487,4
40644309,493674471,5
40644310,493674499,1
40644310,493674504,2
40644310,493674505,3
40644310,493674506,4
40644310,493674499,5
40644313,493674520,1
40644313,493674521,2
40644313,493674522,3
40644313,493674523,4
40644313,493674520,5
40644314,493674524,1
40644314,493674525,2
40644314,493674526,3
40644314,493674527,4
40644314,493674524,5
40877872,473745232,1
40877872,653274617,2
40877872,497400628,3
40877872,656171611,4
40877872,497400629,5
40877872,660435826,6
40877872,497400626,7
40983265,499460719,1
40983265,499460724,2
40983265,499460725,3
40983265,499460729,4
40983265,499460732,5
40983265,499460734,6
40983265,499460741,7
40983265,499460744,8
40983265,499460719,9
40983266,499460746,1
40983266,499460750,2
40983266,499460752,3
40983266,499460755,4
40983266,499460746,5
40983267,499460765,1
40983267,499460778,2
40983267,499460774,3
40983267,499460758,4
40983267,499460765,5
40983268,499460789,1
40983268,499460760,2
40983268,499460762,3
40983268,499460783,4
40983268,499460769,5
40983268,499460786,6
40983268,499460776,7
40983268,499460771,8
40983268,499460789,9
40983269,499460805,1
40983269,499460818,2
40983269,499460813,3
40983269,499460811,4
40983269,499460820,5
40983269,499460806,6
40983269,499460797,7
40983269,499460791,8
40983269,499460805,9
40983270,499460816,1
40983270,499460792,2
40983270,499460800,3
40983270,499460802,4
40983270,499460816,5
40983271,499460845,1
40983271,499460834,2
40983271,499460852,3
40983271,499460836,4
40983271,499460850,5
40983271,499460842,6
40983271,499460822,7
40983271,499460848,8
40983271,499460845,9
40983272,499460832,1
40983272,499460827,2
40983272,499460857,3
40983272,499460830,4
40983272,499460832,5
40983273,499460873,1
40983273,499460879,2
40983273,499460867,3
40983273,499460863,4
40983273,499460861,5
40983273,499460876,6
40983273,499460865,7
40983273,499460887,8
40983273,499460873,9
40983274,499460878,1
40983274,499460889,2
40983274,499460885,3
40983274,499460871,4
40983274,499460878,5
40983275,499460890,1
40983275,499460892,2
40983275,499460897,3
40983275,499460901,4
40983275,499460890,5
40983276,499460902,1
40983276,499460905,2
40983276,499460907,3
40983276,499460914,4
40983276,499460902,5
40983277,499460917,1
40983277,499460919,2
40983277,499460922,3
40983277,499460923,4
40983277,617936389,5
40983277,617936392,6
40983277,499460917,7
40983278,499460928,1
40983278,499460931,2
40983278,617936391,3
40983278,617936390,4
40983278,499460934,5
40983278,499460936,6
40983278,499460928,7
40983423,499465150,1
40983423,582998589,2
40983423,582998590,3
40983423,582998591,4
40983423,499465147,5
40983423,499465148,6
40983423,499465150,7
40983871,409745765,1
40983871,499477057,2
40983871,653265482,3
40983871,499477060,4
40983874,499477057,1
40983874,499477063,2
40983874,653265474,3
40983874,653265468,4
40983874,499477065,5
42243964,526659605,1
42243964,526659593,2
42243964,526659595,3
42243964,526659607,4
42243964,526659605,5
42243965,526659597,1
42243965,526659587,2
42243965,526659590,3
42243965,526659603,4
42243965,526659597,5
42243966,526659634,1
42243966,526659648,2
42243966,526659650,3
42243966,526659652,4
42243966,526659654,5
42243966,526659659,6
42243966,526659661,7
42243966,526659663,8
42243966,526659665,9
42243966,526659667,10
42243966,526659672,11
42243966,526659674,12
42243966,526659677,13
42243966,526659679,14
42243966,526659682,15
42243966,526659636,16
42243966,526659634,17
42243967,526659611,1
42243967,526659609,2
42243967,526659616,3
42243967,526659645,4
42243967,526659619,5
42243967,526659623,6
42243967,526659625,7
42243967,526659638,8
42243967,526659640,9
42243967,526659624,10
42243967,526659620,11
42243967,526659626,12
42243967,526659627,13
42243967,526659621,14
42243967,526659632,15
42243967,526659618,16
42243967,526659611,17
42243993,301509387,1
42243993,620850611,2
42243993,252613881,3
42243993,655325542,4
42243993,660466838,5
42243993,698254405,6
44691562,567120725,1
44691562,567120730,2
44691562,567120732,3
44691562,567120735,4
44691562,567120725,5
44691564,567120758,1
44691564,567120773,2
44691564,567120856,3
44691564,567120861,4
44691564,567120758,5
44691566,567120868,1
44691566,567120873,2
44691566,567120879,3
44691566,567120883,4
44691566,567120868,5
44691567,567120887,1
44691567,567120896,2
44691567,567120899,3
44691567,567120902,4
44691567,567120887,5
44691570,567120909,1
44691570,567120915,2
44691570,567120919,3
44691570,567120921,4
44691570,567120909,5
44691583,567121014,1
44691583,567121016,2
44691583,567121018,3
44691583,567121020,4
44691583,567121014,5
44691584,567121024,1
44691584,567121026,2
44691584,567121029,3
44691584,567121031,4
44691584,567121024,5
44691585,567121039,1
44691585,567121041,2
44691585,567121043,3
44691585,567121045,4
44691585,567121039,5
44691586,567121049,1
44691586,567121050,2
44691586,567121051,3
44691586,567121054,4
44691586,567121049,5
44691589,567121069,1
44691589,567121071,2
44691589,567121073,3
44691589,567121075,4
44691589,567121079,5
44691589,567121082,6
44691589,567121069,7
44691591,567121087,1
44691591,567121088,2
44691591,567121089,3
44691591,567121090,4
44691591,567121087,5
44691592,567121091,1
44691592,567121092,2
44691592,567121093,3
44691592,567121094,4
44691592,567121091,5
44691593,567121095,1
44691593,567121096,2
44691593,567121097,3
44691593,567121098,4
44691593,567121095,5
44691594,567121099,1
44691594,567121100,2
44691594,567121101,3
44691594,567121102,4
44691594,567121099,5
44691596,567121103,1
44691596,567121106,2
44691596,567121107,3
44691596,567121108,4
44691596,567121103,5
44691599,567121109,1
44691599,699538112,2
44691599,699538111,3
44691599,699538132,4
44691599,699538133,5
44691599,567121111,6
44691599,567121112,7
44691599,567121114,8
44691599,567121109,9
44691602,567121116,1
44691602,567121117,2
44691602,567121120,3
44691602,567121122,4
44691602,567121116,5
